#chr_A	pos_A	chr_B	pos_B
chr3	53457077	chr3	53859774
chr3	53491520	chr3	54169846
chr3	53517777	chr3	53694865
chr3	53589585	chr3	53906950
chr3	53599009	chr3	53635905
chr3	53652666	chr3	55862598
chr3	53678221	chr3	55972947
chr3	53770989	chr3	54105684
chr3	53823414	chr3	53825979
chr3	53843648	chr3	79732695
chr3	53908161	chr3	54118072
chr3	53913143	chr3	53943012
chr3	53975995	chr3	53982557
chr3	54033846	chr3	55744466
chr3	54041293	chr3	54042752
chr3	54096817	chr3	79705140
chr3	54169897	chr3	54178034
chr3	54187839	chr3	55941524
chr3	54207879	chr3	55940368
chr3	54254717	chr3	54263187
chr3	54255330	chr3	55662420
chr3	54365270	chr3	78973859
chr3	54372294	chr3	77604223
chr3	54439174	chr3	54830075
chr3	54445513	chr3	77354634
chr3	54492730	chr3	76163529
chr3	54492730	chr3	76163529
chr3	54498160	chr3	76176104
chr3	54555796	chr3	54642443
chr3	54650148	chr3	54712804
chr3	54662063	chr3	54665675
chr3	54767298	chr3	54783769
chr3	54790259	chr3	54795594
chr3	54798351	chr3	54799541
chr3	54836359	chr3	54871306
chr3	54844198	chr3	54877828
chr3	54866419	chr3	54976378
chr3	54935232	chr3	55014477
chr3	54950589	chr3	54957223
chr3	54966056	chr3	76445853
chr3	54980351	chr3	54997112
chr3	55073866	chr3	76437934
chr3	55074493	chr3	55074783
chr3	55240017	chr3	55252610
chr3	55307416	chr3	55313027
chr3	55324015	chr3	55333471
chr3	55378590	chr3	55453711
chr3	55385756	chr3	55385989
chr3	55410521	chr3	55440233
chr3	55445412	chr3	55445740
chr3	55502245	chr3	56657880
chr3	55553820	chr3	56236173
chr3	55691484	chr3	55691770
chr3	55774159	chr3	55807634
chr3	55834382	chr3	79748070
chr3	55836338	chr3	55843425
chr3	55857556	chr3	55943630
chr3	55857556	chr3	55943628
chr3	55948366	chr3	56004098
chr3	55948366	chr3	56004098
chr3	55976022	chr3	55977239
chr3	55979640	chr3	56026759
chr3	56145094	chr3	56675943
chr3	56180072	chr3	56977939
chr3	56275311	chr3	56706942
chr3	56333219	chr3	56702290
chr3	56384955	chr3	56404621
chr3	56434201	chr3	56729534
chr3	56520611	chr3	59775543
chr3	56737465	chr3	56741008
chr3	56798114	chr3	56800414
chr3	56814521	chr3	56944136
chr3	56840657	chr3	59470825
chr3	56840657	chr3	59470825
chr3	56884641	chr3	57120494
chr3	56884712	chr3	56898563
chr3	56893009	chr3	57401841
chr3	56911000	chr3	56914929
chr3	56911000	chr3	56914929
chr3	56941999	chr3	56945236
chr3	57026657	chr3	60063707
chr3	57033462	chr3	57053540
chr3	57065195	chr3	60114730
chr3	57119842	chr3	57120855
chr3	57119842	chr3	57120855
chr3	57158941	chr3	57192933
chr3	57158941	chr3	57192933
chr3	57236294	chr3	57383750
chr3	57291647	chr3	57291905
chr3	57297573	chr3	57417879
chr3	57431609	chr3	57431915
chr3	57437797	chr3	59441601
chr3	57534880	chr3	57627700
chr3	57548529	chr3	57560545
chr3	57598161	chr3	57626680
chr3	57626487	chr3	57629658
chr3	57751106	chr3	57760530
chr3	57777517	chr3	59222917
chr3	57795058	chr3	58392514
chr3	57808753	chr3	58672040
chr3	57836788	chr3	58712131
chr3	57838495	chr3	59180355
chr3	57841328	chr3	59130518
chr3	57866305	chr3	57905992
chr3	57866305	chr3	57905992
chr3	57978038	chr3	57984889
chr3	57978038	chr3	57984889
chr3	58130648	chr3	58217574
chr3	58130648	chr3	58217574
chr3	58133163	chr3	59238247
chr3	58136066	chr3	58138143
chr3	58210799	chr3	58245339
chr3	58211413	chr3	58255155
chr3	58267301	chr3	58271511
chr3	58307873	chr3	58317431
chr3	58389375	chr3	59176004
chr3	58460414	chr3	58567103
chr3	58460414	chr3	58567103
chr3	58489013	chr3	58559607
chr3	58502931	chr3	58539406
chr3	58527484	chr3	58532924
chr3	58529835	chr3	58850298
chr3	58648488	chr3	58656517
chr3	58669234	chr3	58678620
chr3	58740271	chr3	58754383
chr3	58893795	chr3	59008938
chr3	58895432	chr3	58938357
chr3	59120415	chr3	59248195
chr3	59368472	chr3	59739091
chr3	59368548	chr3	59633633
chr3	59672096	chr3	60345745
chr3	59816466	chr3	59952844
chr3	60143585	chr3	60145534
chr3	60150884	chr3	60188105
chr3	60194206	chr3	60381810
chr3	60282920	chr3	62662403
chr3	60442403	chr3	60462370
chr3	60451525	chr3	60477888
chr3	60451525	chr3	60477888
chr3	60482005	chr3	60642577
chr3	60507145	chr3	60837681
chr3	60507145	chr3	60837681
chr3	60547017	chr3	61785961
chr3	60588428	chr3	60597776
chr3	60610827	chr3	60632584
chr3	60620512	chr3	60657988
chr3	60732176	chr3	61113215
chr3	60783623	chr3	60796741
chr3	60808262	chr3	62287294
chr3	61018034	chr3	61755411
chr3	61065151	chr3	61138317
chr3	61202881	chr3	62159942
chr3	61206321	chr3	61394506
chr3	61206555	chr3	61755915
chr3	61215925	chr3	61625418
chr3	61236428	chr3	61403197
chr3	61287224	chr3	61820425
chr3	61329592	chr3	61525073
chr3	61509815	chr3	61551471
chr3	61733707	chr3	61877991
chr3	61912973	chr3	62040633
chr3	61951969	chr3	62681320
chr3	62002561	chr3	62008330
chr3	62081508	chr3	62086833
chr3	62217245	chr3	62333381
chr3	62384967	chr3	62406490
chr3	62525475	chr3	62778771
chr3	62565233	chr3	63080169
chr3	62662474	chr3	63429808
chr3	62662474	chr3	63429808
chr3	62692181	chr3	62701567
chr3	62716959	chr3	62722565
chr3	62948871	chr3	62951259
chr3	62972596	chr3	64268904
chr3	62996916	chr3	63756148
chr3	63080957	chr3	64601759
chr3	63089460	chr3	66875309
chr3	63108479	chr3	64772007
chr3	63298325	chr3	63309479
chr3	63303589	chr3	63313974
chr3	63352333	chr3	63352500
chr3	63372181	chr3	65904521
chr3	63447517	chr3	64547946
chr3	63469002	chr3	64552159
chr3	63469704	chr3	63488214
chr3	63469704	chr3	63488214
chr3	63530506	chr3	63758150
chr3	63532204	chr3	63539526
chr3	63737431	chr3	63757582
chr3	63907551	chr3	64316196
chr3	63907551	chr3	64316196
chr3	63913167	chr3	64014278
chr3	63934401	chr3	65963483
chr3	63949244	chr3	64176084
chr3	64062854	chr3	65887804
chr3	64168133	chr3	64849031
chr3	64168133	chr3	64849031
chr3	64179576	chr3	64179763
chr3	64228528	chr3	64304678
chr3	64231389	chr3	64682301
chr3	64313228	chr3	64334387
chr3	64370977	chr3	64382223
chr3	64390153	chr3	64669669
chr3	64452024	chr3	65263719
chr3	64452967	chr3	64604372
chr3	64878514	chr3	65944573
chr3	64880742	chr3	65908169
chr3	64881128	chr3	65929498
chr3	65002716	chr3	65832058
chr3	65043302	chr3	65211111
chr3	65062013	chr3	65213270
chr3	65074975	chr3	65261214
chr3	65080666	chr3	67095367
chr3	65243680	chr3	65272233
chr3	65270165	chr3	65749885
chr3	65325162	chr3	65329835
chr3	65330417	chr3	65419037
chr3	65337312	chr3	65343926
chr3	65342940	chr3	65384591
chr3	65366357	chr3	65399645
chr3	65372609	chr3	65450594
chr3	65376335	chr3	65491643
chr3	65383642	chr3	65422439
chr3	65415989	chr3	65616046
chr3	65430343	chr3	65430537
chr3	65434948	chr3	65679706
chr3	65441232	chr3	65584213
chr3	65450428	chr3	65451599
chr3	65450899	chr3	65452312
chr3	65455037	chr3	65630973
chr3	65455953	chr3	65489295
chr3	65497319	chr3	65964891
chr3	65501558	chr3	65973097
chr3	65522702	chr3	85806947
chr3	65548981	chr3	65556177
chr3	65550125	chr3	65989177
chr3	65571515	chr3	89169068
chr3	65597091	chr3	90212084
chr3	65619900	chr3	65629097
chr3	65674766	chr3	65687433
chr3	65715848	chr3	85496793
chr3	65829732	chr3	65836753
chr3	65834421	chr3	65844197
chr3	65949354	chr3	67116786
chr3	65971006	chr3	90241110
chr3	65984039	chr3	68143331
chr3	66022773	chr3	67225874
chr3	66025865	chr3	66515224
chr3	66037115	chr3	66507828
chr3	66071151	chr3	91066498
chr3	66083716	chr3	93517274
chr3	66123869	chr3	93034094
chr3	66128521	chr3	93052997
chr3	66261285	chr3	67164544
chr3	66291319	chr3	66314276
chr3	66327049	chr3	66589322
chr3	66387596	chr3	66566056
chr3	66391804	chr3	66553482
chr3	66431046	chr3	68271724
chr3	66436213	chr3	66497076
chr3	66499894	chr3	66504644
chr3	66508158	chr3	66511035
chr3	66553645	chr3	90312235
chr3	66654955	chr3	93434162
chr3	66760198	chr3	66762455
chr3	66786063	chr3	93347706
chr3	66789642	chr3	93423052
chr3	66801561	chr3	93355025
chr3	66820708	chr3	93366309
chr3	66820708	chr3	93366309
chr3	66874497	chr3	92079397
chr3	66971788	chr3	67479976
chr3	66992357	chr3	67501633
chr3	67002599	chr3	93390914
chr3	67002599	chr3	93391289
chr3	67005933	chr3	67016527
chr3	67083176	chr3	67116650
chr3	67116579	chr3	67584898
chr3	67143223	chr3	67179655
chr3	67259906	chr3	67261537
chr3	67261749	chr3	67264981
chr3	67337445	chr3	67373435
chr3	67385384	chr3	67389629
chr3	67485215	chr3	67486985
chr3	67562122	chr3	67936600
chr3	67585920	chr3	67710718
chr3	67596543	chr3	67727018
chr3	67627763	chr3	94587475
chr3	67640890	chr3	67736104
chr3	67694163	chr3	67753724
chr3	67698583	chr3	67954620
chr3	67798979	chr3	67922101
chr3	67810036	chr3	91065936
chr3	67841401	chr3	67847393
chr3	67880827	chr3	68246272
chr3	67910465	chr3	93409215
chr3	67927131	chr3	67986320
chr3	67955717	chr3	94676115
chr3	67956274	chr3	94636878
chr3	67987819	chr3	93603389
chr3	67992224	chr3	68108235
chr3	67992629	chr3	91042349
chr3	67994591	chr3	68029187
chr3	68018684	chr3	68402413
chr3	68027922	chr3	93532579
chr3	68044890	chr3	68120494
chr3	68052268	chr3	68507560
chr3	68052477	chr3	68382367
chr3	68073972	chr3	68481291
chr3	68073972	chr3	68481291
chr3	68079438	chr3	68120764
chr3	68083926	chr3	93523120
chr3	68088327	chr3	68096647
chr3	68134582	chr3	68150060
chr3	68236991	chr3	90303629
chr3	68271606	chr3	68392160
chr3	68304605	chr3	68414673
chr3	68324031	chr3	68324959
chr3	68362824	chr3	68365076
chr3	68404747	chr3	68529837
chr3	68418235	chr3	68449004
chr3	68418235	chr3	68449004
chr3	68441082	chr3	68585298
chr3	68445766	chr3	68475338
chr3	68447477	chr3	68447678
chr3	68468337	chr3	69430647
chr3	68486280	chr3	68487925
chr3	68502147	chr3	69488332
chr3	68544065	chr3	68701407
chr3	68578986	chr3	68999443
chr3	68617046	chr3	68709281
chr3	68666538	chr3	68764192
chr3	68689929	chr3	94657041
chr3	68697518	chr3	68975557
chr3	68834475	chr3	94401223
chr3	68869662	chr3	68873079
chr3	68895126	chr3	69275112
chr3	68906564	chr3	69311092
chr3	69071665	chr3	69073389
chr3	69074175	chr3	69088608
chr3	69099645	chr3	69116374
chr3	69099645	chr3	69116374
chr3	69110816	chr3	69116708
chr3	69121580	chr3	94247805
chr3	69193883	chr3	69238142
chr3	69313685	chr3	69567244
chr3	69338058	chr3	69552488
chr3	69354574	chr3	69510328
chr3	69413800	chr3	69531807
chr3	69439010	chr3	69440377
chr3	69560560	chr3	69567198
chr3	69670203	chr3	69700643
chr3	69682023	chr3	80252255
chr3	69699334	chr3	80718428
chr3	69723182	chr3	69735901
chr3	69757302	chr3	81432664
chr3	69767372	chr3	69847759
chr3	69771833	chr3	69831845
chr3	69771833	chr3	69831845
chr3	69839926	chr3	81613636
chr3	69879872	chr3	73697279
chr3	69961048	chr3	79966163
chr3	69967321	chr3	79238773
chr3	69993847	chr3	73732567
chr3	70015638	chr3	79259787
chr3	70036969	chr3	73662867
chr3	70098334	chr3	71211180
chr3	70100018	chr3	71306592
chr3	70126736	chr3	71054408
chr3	70161949	chr3	70390491
chr3	70164624	chr3	70338553
chr3	70251711	chr3	70300471
chr3	70260832	chr3	71621709
chr3	70276477	chr3	72487656
chr3	70301066	chr3	70316560
chr3	70367500	chr3	70378750
chr3	70463453	chr3	72220566
chr3	70548720	chr3	71285957
chr3	70562093	chr3	70564276
chr3	70792130	chr3	70815893
chr3	70805292	chr3	70864243
chr3	70827111	chr3	70896653
chr3	70855837	chr3	70899927
chr3	70864423	chr3	70874148
chr3	70873307	chr3	71559059
chr3	71009307	chr3	71125950
chr3	71019351	chr3	71128239
chr3	71029106	chr3	71620405
chr3	71128123	chr3	71138859
chr3	71199255	chr3	71574484
chr3	71199599	chr3	71524062
chr3	71264073	chr3	72500251
chr3	71293197	chr3	71913006
chr3	71399674	chr3	71680983
chr3	71490489	chr3	72815223
chr3	71493199	chr3	73635649
chr3	71507410	chr3	71508314
chr3	71570044	chr3	71643396
chr3	71650431	chr3	71650749
chr3	71786560	chr3	71809716
chr3	71935512	chr3	74324810
chr3	71948135	chr3	72009304
chr3	71991058	chr3	72660462
chr3	72032617	chr3	72111320
chr3	72038710	chr3	73224784
chr3	72104936	chr3	72133950
chr3	72190592	chr3	72660951
chr3	72308501	chr3	73796906
chr3	72519595	chr3	72551204
chr3	72557251	chr3	72558300
chr3	72557251	chr3	72558300
chr3	72840923	chr3	72976382
chr3	72848436	chr3	72999462
chr3	72850239	chr3	72883446
chr3	72925035	chr3	72958335
chr3	73041113	chr3	74656439
chr3	73121495	chr3	73384650
chr3	73121495	chr3	73384650
chr3	73124023	chr3	73628967
chr3	73181153	chr3	75134380
chr3	73204146	chr3	75212837
chr3	73261121	chr3	74556445
chr3	73294177	chr3	80283905
chr3	73417277	chr3	80295553
chr3	73660403	chr3	73662796
chr3	73692137	chr3	73769081
chr3	73698412	chr3	73739981
chr3	73730938	chr3	73767719
chr3	73745701	chr3	73747752
chr3	73752536	chr3	80551290
chr3	73777254	chr3	80771543
chr3	73876823	chr3	73883951
chr3	73877224	chr3	73934408
chr3	73879218	chr3	74065056
chr3	73907700	chr3	80315161
chr3	73916753	chr3	73958256
chr3	73917204	chr3	74029878
chr3	74013101	chr3	78737278
chr3	74014091	chr3	74076444
chr3	74018939	chr3	78789464
chr3	74039402	chr3	80192182
chr3	74071432	chr3	80319255
chr3	74095068	chr3	74095685
chr3	74096727	chr3	75341219
chr3	74099265	chr3	79929253
chr3	74122246	chr3	74123857
chr3	74217764	chr3	75144038
chr3	74320041	chr3	74325736
chr3	74392506	chr3	78235427
chr3	74489444	chr3	74493384
chr3	74489444	chr3	74493384
chr3	74503201	chr3	74637231
chr3	74525951	chr3	74601957
chr3	74736777	chr3	74747892
chr3	75157810	chr3	75689256
chr3	75210892	chr3	75909676
chr3	75219122	chr3	78047329
chr3	75221663	chr3	75921479
chr3	75224555	chr3	75812366
chr3	75250039	chr3	75446411
chr3	75250039	chr3	75446411
chr3	75380568	chr3	75380725
chr3	75403923	chr3	76049848
chr3	75508492	chr3	79028770
chr3	75518521	chr3	78975323
chr3	75518521	chr3	78975323
chr3	75569884	chr3	75930237
chr3	75574859	chr3	75658014
chr3	75581195	chr3	75853643
chr3	75662103	chr3	75805266
chr3	75677108	chr3	75946179
chr3	75715286	chr3	75787672
chr3	75787040	chr3	75787236
chr3	75836984	chr3	78075679
chr3	75853572	chr3	78132686
chr3	76026127	chr3	78143663
chr3	76040769	chr3	76043067
chr3	76084542	chr3	76545962
chr3	76170126	chr3	76261223
chr3	76219351	chr3	76223015
chr3	76248655	chr3	77172558
chr3	76248655	chr3	77172558
chr3	76273176	chr3	76747345
chr3	76317748	chr3	76332378
chr3	76392173	chr3	78899676
chr3	76486738	chr3	76495950
chr3	76547660	chr3	76554466
chr3	76634787	chr3	76639699
chr3	76637902	chr3	77766832
chr3	76712595	chr3	77040013
chr3	76712595	chr3	77040045
chr3	76717566	chr3	76989901
chr3	76823685	chr3	76825680
chr3	76823718	chr3	77801488
chr3	76825332	chr3	76854500
chr3	77030168	chr3	77056209
chr3	77079171	chr3	77766761
chr3	77079544	chr3	78327789
chr3	77081158	chr3	77775354
chr3	77081660	chr3	78922041
chr3	77086157	chr3	77731871
chr3	77125533	chr3	78256149
chr3	77207458	chr3	77211870
chr3	77266377	chr3	77676931
chr3	77268314	chr3	77520120
chr3	77268314	chr3	77520120
chr3	77342107	chr3	77349246
chr3	77358127	chr3	77383491
chr3	77790174	chr3	77802081
chr3	77950946	chr3	78296135
chr3	78038507	chr3	78040598
chr3	78096064	chr3	78236975
chr3	78112496	chr3	78450185
chr3	78154039	chr3	78169139
chr3	78193042	chr3	78211497
chr3	78386884	chr3	78825521
chr3	78431511	chr3	78569634
chr3	78431511	chr3	78569634
chr3	78503243	chr3	78695690
chr3	78571963	chr3	78692633
chr3	78598740	chr3	78602746
chr3	78614814	chr3	78618449
chr3	78636459	chr3	78646849
chr3	78699499	chr3	78701838
chr3	78937525	chr3	78979074
chr3	78964314	chr3	79199518
chr3	78973184	chr3	79074443
chr3	79033326	chr3	79054010
chr3	79102403	chr3	79106654
chr3	79113742	chr3	79127369
chr3	79271745	chr3	80349063
chr3	79346970	chr3	79442361
chr3	79366626	chr3	79438609
chr3	79428132	chr3	79447734
chr3	79477744	chr3	79529226
chr3	79479295	chr3	79495964
chr3	79539638	chr3	79875211
chr3	79545658	chr3	80168510
chr3	79551187	chr3	80996085
chr3	79551933	chr3	80031934
chr3	79589951	chr3	79615579
chr3	79615771	chr3	79628029
chr3	79785675	chr3	80032645
chr3	79820280	chr3	80039435
chr3	79852370	chr3	80047636
chr3	79892283	chr3	79900395
chr3	79909052	chr3	80024642
chr3	79912797	chr3	80146269
chr3	79952991	chr3	80363747
chr3	80053488	chr3	80130249
chr3	80087778	chr3	80694552
chr3	80108426	chr3	80207034
chr3	80113742	chr3	80643640
chr3	80286188	chr3	80290923
chr3	80287284	chr3	80316732
chr3	80457357	chr3	80457848
chr3	80485101	chr3	80532157
chr3	80547991	chr3	80557501
chr3	80564310	chr3	80700853
chr3	80618893	chr3	80629211
chr3	80621338	chr3	81030962
chr3	80637771	chr3	80640414
chr3	80789689	chr3	80901586
chr3	80805210	chr3	80896229
chr3	80811490	chr3	80860609
chr3	80847650	chr3	82637867
chr3	80890339	chr3	80894584
chr3	81018634	chr3	92687116
chr3	81084503	chr3	81214497
chr3	81124636	chr3	82808710
chr3	81140131	chr3	83058585
chr3	81209602	chr3	81214428
chr3	81209673	chr3	81216320
chr3	81225975	chr3	81793408
chr3	81225975	chr3	81793408
chr3	81261319	chr3	81682338
chr3	81267290	chr3	82732398
chr3	81303575	chr3	81442672
chr3	81308138	chr3	82007214
chr3	81319487	chr3	82067631
chr3	81576038	chr3	81578044
chr3	81732316	chr3	94779161
chr3	81810163	chr3	82862795
chr3	81818410	chr3	81818803
chr3	81901779	chr3	93645879
chr3	81947616	chr3	81959767
chr3	82006167	chr3	82047338
chr3	82063399	chr3	83048537
chr3	82153159	chr3	82169337
chr3	82178821	chr3	82661856
chr3	82249151	chr3	82567403
chr3	82263502	chr3	82273701
chr3	82341910	chr3	82783005
chr3	82371885	chr3	82655689
chr3	82401159	chr3	83557166
chr3	82413323	chr3	83586251
chr3	82425126	chr3	82552118
chr3	82474080	chr3	83548856
chr3	82559620	chr3	83567813
chr3	82566090	chr3	83585554
chr3	82572489	chr3	83551087
chr3	82705792	chr3	82718774
chr3	82921190	chr3	83042043
chr3	82925304	chr3	93787514
chr3	82952966	chr3	82995051
chr3	83014083	chr3	83050814
chr3	83175439	chr3	93873694
chr3	83212856	chr3	83229757
chr3	83247777	chr3	83247922
chr3	83350282	chr3	83508505
chr3	83461963	chr3	83477070
chr3	83468036	chr3	83475675
chr3	83504662	chr3	83518502
chr3	83744507	chr3	83782084
chr3	83747809	chr3	83762495
chr3	83814481	chr3	83876507
chr3	83822842	chr3	83854176
chr3	83822842	chr3	83854176
chr3	83843789	chr3	83948612
chr3	83879032	chr3	95025079
chr3	83986176	chr3	84343551
chr3	84013403	chr3	84043713
chr3	84136465	chr3	84303479
chr3	84181077	chr3	84329050
chr3	84201182	chr3	84207608
chr3	84225213	chr3	84343679
chr3	84227524	chr3	95081357
chr3	84307095	chr3	84691877
chr3	84347078	chr3	95063255
chr3	84375176	chr3	94420492
chr3	84427312	chr3	84688632
chr3	84590626	chr3	84590779
chr3	84590626	chr3	84590779
chr3	84603538	chr3	84607694
chr3	84727799	chr3	84790352
chr3	84847927	chr3	85153989
chr3	85013725	chr3	85028238
chr3	85113520	chr3	85115654
chr3	85124038	chr3	85124244
chr3	85179723	chr3	85181393
chr3	85345221	chr3	85357121
chr3	85367111	chr3	85481806
chr3	85484593	chr3	85504465
chr3	85562899	chr3	85622096
chr3	85605797	chr3	85818038
chr3	85615950	chr3	85847331
chr3	85615950	chr3	85847331
chr3	85754232	chr3	85885191
chr3	85754232	chr3	85885191
chr3	85906465	chr3	86052890
chr3	85928922	chr3	86078964
chr3	85950173	chr3	86040681
chr3	86004431	chr3	86009603
chr3	86093461	chr3	86119534
chr3	86163879	chr3	86779146
chr3	86185165	chr3	86283550
chr3	86271975	chr3	86431273
chr3	86324314	chr3	86398188
chr3	86340513	chr3	86890651
chr3	86639965	chr3	86875551
chr3	86780202	chr3	86782472
chr3	86822730	chr3	86896396
chr3	86843997	chr3	86852224
chr3	86844613	chr3	88745914
chr3	86845301	chr3	86931374
chr3	86880926	chr3	86924661
chr3	86894599	chr3	86910865
chr3	86914042	chr3	86974935
chr3	86975911	chr3	86977434
chr3	86982271	chr3	86985840
chr3	86982271	chr3	86985840
chr3	86983624	chr3	88979447
chr3	87040950	chr3	87059198
chr3	87054194	chr3	87080498
chr3	87068809	chr3	88990823
chr3	87110769	chr3	87350310
chr3	87111565	chr3	87111873
chr3	87119654	chr3	87403653
chr3	87119997	chr3	87144465
chr3	87135803	chr3	87250901
chr3	87175867	chr3	87177505
chr3	87190424	chr3	87426862
chr3	87192854	chr3	87193185
chr3	87198587	chr3	87552604
chr3	87228839	chr3	88261046
chr3	87257414	chr3	87263423
chr3	87267638	chr3	87492797
chr3	87288916	chr3	87293112
chr3	87297908	chr3	87299463
chr3	87329249	chr3	87333816
chr3	87344271	chr3	87362025
chr3	87348605	chr3	87351970
chr3	87400143	chr3	88180808
chr3	87400143	chr3	87408992
chr3	87421334	chr3	87433784
chr3	87444069	chr3	87467000
chr3	87511186	chr3	87521383
chr3	87530546	chr3	87982846
chr3	87530701	chr3	87561944
chr3	87562256	chr3	87980227
chr3	87580964	chr3	87586706
chr3	87613999	chr3	87757483
chr3	87626242	chr3	87628570
chr3	87659847	chr3	88074637
chr3	87665904	chr3	87667097
chr3	87695941	chr3	87726918
chr3	87747703	chr3	87786803
chr3	87811464	chr3	87837816
chr3	87812295	chr3	87812503
chr3	87853269	chr3	87876158
chr3	87898669	chr3	87957756
chr3	87940315	chr3	87979615
chr3	87940315	chr3	87979615
chr3	87944746	chr3	87974232
chr3	87955856	chr3	88062371
chr3	87956309	chr3	87988237
chr3	87981412	chr3	88073951
chr3	87987581	chr3	88011338
chr3	88015272	chr3	88269558
chr3	88083785	chr3	88109387
chr3	88089224	chr3	88109225
chr3	88092967	chr3	88233938
chr3	88103395	chr3	88175909
chr3	88117299	chr3	88133181
chr3	88130398	chr3	88294175
chr3	88170977	chr3	88172898
chr3	88192566	chr3	88202353
chr3	88199342	chr3	88208754
chr3	88237638	chr3	88242289
chr3	88246973	chr3	88248025
chr3	88267892	chr3	88440258
chr3	88283639	chr3	88290377
chr3	88320678	chr3	88370513
chr3	88354940	chr3	88395721
chr3	88407732	chr3	88709701
chr3	88452201	chr3	88453910
chr3	88463847	chr3	88471976
chr3	88495813	chr3	88504510
chr3	88529952	chr3	88530238
chr3	88537441	chr3	88545439
chr3	88543997	chr3	88558287
chr3	88543997	chr3	88558287
chr3	88544549	chr3	88552958
chr3	88549591	chr3	88550348
chr3	88560160	chr3	88585036
chr3	88591897	chr3	88707931
chr3	88639487	chr3	88661991
chr3	88696895	chr3	88713991
chr3	88701529	chr3	88702145
chr3	88712304	chr3	88712433
chr3	88755773	chr3	88758143
chr3	88765220	chr3	88944455
chr3	88777598	chr3	88816498
chr3	88794925	chr3	88933652
chr3	88794925	chr3	88933652
chr3	88945700	chr3	88954943
chr3	89009846	chr3	89021368
chr3	89014993	chr3	89015537
chr3	89022229	chr3	89054727
chr3	89024005	chr3	89063737
chr3	89027983	chr3	89114724
chr3	89027984	chr3	89114724
chr3	89027984	chr3	89114724
chr3	89034986	chr3	89219686
chr3	89049917	chr3	89055649
chr3	89062946	chr3	89069522
chr3	89074740	chr3	89127825
chr3	89074740	chr3	89127825
chr3	89087076	chr3	89107681
chr3	89099372	chr3	89181731
chr3	89122965	chr3	89198102
chr3	89134803	chr3	89233744
chr3	89136526	chr3	89140498
chr3	89149893	chr3	89255927
chr3	89156600	chr3	89160619
chr3	89158384	chr3	89171418
chr3	89184423	chr3	89193272
chr3	89319793	chr3	89320565
chr3	89341239	chr3	89364367
chr3	89380493	chr3	89539379
chr3	89383266	chr3	89455635
chr3	89383473	chr3	89529088
chr3	89403884	chr3	89508767
chr3	89432656	chr3	89450260
chr3	89432727	chr3	89436230
chr3	89435148	chr3	89497190
chr3	89445607	chr3	89585488
chr3	89463115	chr3	89509087
chr3	89469977	chr3	89472090
chr3	89472778	chr3	90055219
chr3	89495186	chr3	89497436
chr3	89574864	chr3	90076350
chr3	89584549	chr3	89584975
chr3	89614528	chr3	89671321
chr3	89616450	chr3	89631561
chr3	89718313	chr3	89724981
chr3	89720030	chr3	89761935
chr3	89731450	chr3	89782356
chr3	89738403	chr3	90109639
chr3	89743438	chr3	89755899
chr3	89745786	chr3	89766474
chr3	89772689	chr3	89791501
chr3	89893411	chr3	90158822
chr3	89920175	chr3	89998777
chr3	89937153	chr3	90020469
chr3	89957306	chr3	90009777
chr3	89958244	chr3	90075920
chr3	89958244	chr3	90075920
chr3	89959189	chr3	90102713
chr3	89966399	chr3	89980684
chr3	89966399	chr3	89980684
chr3	90005510	chr3	90007743
chr3	90006960	chr3	90121813
chr3	90023590	chr3	90030267
chr3	90028998	chr3	90121636
chr3	90038557	chr3	90041513
chr3	90137304	chr3	90146809
chr3	90151395	chr3	90215229
chr3	90160126	chr3	90164365
chr3	90176722	chr3	90189798
chr3	90179683	chr3	90182664
chr3	90193584	chr3	90203914
chr3	90242247	chr3	90459827
chr3	90316419	chr3	90342313
chr3	90387657	chr3	90443620
chr3	90399549	chr3	90421148
chr3	90408988	chr3	90426208
chr3	90486070	chr3	90538088
chr3	90513519	chr3	90518494
chr3	90530131	chr3	90627493
chr3	90530933	chr3	90539615
chr3	90541424	chr3	90610875
chr3	90584576	chr3	90595778
chr3	90601156	chr3	91204201
chr3	90909380	chr3	94226022
chr3	90925203	chr3	90932332
chr3	90956712	chr3	90959601
chr3	90976569	chr3	94236155
chr3	91175035	chr3	91182662
chr3	91180578	chr3	92692399
chr3	91220041	chr3	93808017
chr3	91367488	chr3	92320943
chr3	91428641	chr3	92605531
chr3	91428826	chr3	92556396
chr3	91441546	chr3	92561942
chr3	91494229	chr3	93704223
chr3	91578424	chr3	91589453
chr3	91578424	chr3	91589453
chr3	91596629	chr3	93000737
chr3	91818480	chr3	91819255
chr3	91907050	chr3	92033001
chr3	91910798	chr3	91955039
chr3	92013027	chr3	92936939
chr3	92013027	chr3	92936939
chr3	92056871	chr3	93184146
chr3	92195392	chr3	92369020
chr3	92396816	chr3	92626966
chr3	92396816	chr3	92626966
chr3	92413756	chr3	92450936
chr3	92426727	chr3	92447167
chr3	92507293	chr3	92524841
chr3	92507293	chr3	92524841
chr3	92561871	chr3	92809883
chr3	92609060	chr3	92609286
chr3	92621773	chr3	92676920
chr3	92621885	chr3	92742445
chr3	92735937	chr3	93769757
chr3	92759853	chr3	93514811
chr3	92797092	chr3	92799217
chr3	92802812	chr3	92802927
chr3	92802998	chr3	93500934
chr3	92818629	chr3	92907770
chr3	92883776	chr3	93295426
